attribute,mean,max,min
maccs_322_007,0.7236519607843137,1.0,0.0
maccs_k126,0.7340686274509803,1.0,0.0
maccs_k054,0.27450980392156865,1.0,0.0
maccs_322_008,0.9178921568627451,1.0,0.0
ATSc2,-0.31395003431372526,0.005913,-3.619953
maccs_k129,0.5471813725490197,1.0,0.0
maccs_322_043,0.8131127450980392,1.0,0.0
sat_carb_r6,0.23774509803921567,1.0,0.0
pubchem_f287,0.8725490196078431,1.0,0.0
maccs_k159,0.7463235294117647,1.0,0.0
pubchem_f020,0.7463235294117647,1.0,0.0
pubchem_f336,0.3547794117647059,1.0,0.0
pattern_c111,0.2800245098039216,1.0,0.0
maccs_k123,0.45894607843137253,1.0,0.0
pubchem_f381,0.45894607843137253,1.0,0.0
pubchem_f638,0.7156862745098039,1.0,0.0
pattern_c16,0.27267156862745096,1.0,0.0
maccs_322_013,0.23590686274509803,1.0,0.0
maccs_k066,0.43504901960784315,1.0,0.0
maccs_k136,0.33578431372549017,1.0,0.0
ALogP,-0.8091128063725477,11.273,-28.3519
pubchem_f664,0.24693627450980393,1.0,0.0
pubchem_f444,0.6439950980392157,1.0,0.0
maccs_k147,0.6029411764705882,1.0,0.0
maccs_k118,0.602328431372549,1.0,0.0
maccs_322_259,0.27818627450980393,1.0,0.0
maccs_k112,0.9387254901960784,1.0,0.0
maccs_k108,0.48284313725490197,1.0,0.0
primary alcohol,0.15870098039215685,1.0,0.0
pubchem_f682,0.24325980392156862,1.0,0.0
maccs_k053,0.24325980392156862,1.0,0.0
maccs_k050,0.2181372549019608,1.0,0.0
pubchem_f681,0.678921568627451,1.0,0.0
pubchem_f335,0.2267156862745098,1.0,0.0
pubchem_f441,0.37806372549019607,1.0,0.0
pubchem_f712,0.2261029411764706,1.0,0.0
maccs_k082,0.25857843137254904,1.0,0.0
pubchem_f001,0.9632352941176471,1.0,0.0
C ONS bond,0.9632352941176471,1.0,0.0
pubchem_f580,0.5404411764705882,1.0,0.0
pubchem_f536,0.5888480392156863,1.0,0.0
pubchem_f022,0.16666666666666666,1.0,0.0
pubchem_f004,0.26715686274509803,1.0,0.0
sugar_pattern_1,0.14767156862745098,1.0,0.0
pubchem_f013,0.5649509803921569,1.0,0.0
pattern_c6,0.2647058823529412,1.0,0.0
112_trisubstituted_alkene,0.16237745098039216,1.0,0.0
pubchem_f012,0.8799019607843137,1.0,0.0
aliphatic_chain_4,0.8167892156862745,1.0,0.0
ATSc3,-0.06314871139705887,2.779294,-2.440778
maccs_k154,0.6593137254901961,1.0,0.0
pubchem_f421,0.6654411764705882,1.0,0.0
alkenyl,0.32659313725490197,1.0,0.0
pattern_c42,0.32659313725490197,1.0,0.0
pattern_c41,0.32659313725490197,1.0,0.0
maccs_k099,0.35294117647058826,1.0,0.0
cc_double_bond,0.35294117647058826,1.0,0.0
maccs_322_125,0.35294117647058826,1.0,0.0
maccs_k076,0.35232843137254904,1.0,0.0
pubchem_f453,0.3860294117647059,1.0,0.0
pubchem_f840,0.11274509803921569,1.0,0.0
pubchem_f367,0.6158088235294118,1.0,0.0
oxygen_atom,0.897671568627451,1.0,0.0
maccs_k164,0.897671568627451,1.0,0.0
pubchem_f019,0.897671568627451,1.0,0.0
maccs_322_011,0.9558823529411765,1.0,0.0
pattern_c37,0.53125,1.0,0.0
pubchem_f014,0.13419117647058823,1.0,0.0
maccs_k072,0.3174019607843137,1.0,0.0
pubchem_f342,0.6482843137254902,1.0,0.0
maccs_k152,0.6482843137254902,1.0,0.0
pubchem_f568,0.2861519607843137,1.0,0.0
maccs_k115,0.4944852941176471,1.0,0.0
maccs_k063,0.024509803921568627,1.0,0.0
maccs_322_137,0.024509803921568627,1.0,0.0
maccs_322_139,0.024509803921568627,1.0,0.0
pubchem_f685,0.5012254901960784,1.0,0.0
sugar_pattern_2,0.12683823529411764,1.0,0.0
XLogP,2.3193351715686266,23.399,-19.634
ATSc4,0.05188348651960787,2.436468,-3.204807
nAcid,0.446078431372549,14.0,0.0
pattern_c48,0.40441176470588236,1.0,0.0
pubchem_f615,0.40441176470588236,1.0,0.0
ALogp2,17.821823409313676,803.830234,0.0
pubchem_f619,0.46017156862745096,1.0,0.0
pubchem_f691,0.3069852941176471,1.0,0.0
maccs_k070,0.031862745098039214,1.0,0.0
pubchem_f424,0.028799019607843136,1.0,0.0
hexoside,0.09803921568627451,1.0,0.0
pubchem_f538,0.12193627450980392,1.0,0.0
pubchem_f463,0.12193627450980392,1.0,0.0
pubchem_f662,0.15318627450980393,1.0,0.0
pattern_c113,0.12009803921568628,1.0,0.0
pubchem_f521,0.47181372549019607,1.0,0.0
pattern_c71,0.47181372549019607,1.0,0.0
pubchem_f471,0.47181372549019607,1.0,0.0
pubchem_f553,0.47181372549019607,1.0,0.0
pattern_c32,0.9705882352941176,1.0,0.0
pattern_c15,0.9705882352941176,1.0,0.0
chiral_center_specified,0.9705882352941176,1.0,0.0
pattern_c33,0.9705882352941176,1.0,0.0
pattern_c8,0.9791666666666666,1.0,0.0
maccs_322_016,0.9791666666666666,1.0,0.0
pattern_c73,0.45955882352941174,1.0,0.0
pubchem_f687,0.1636029411764706,1.0,0.0
pattern_c10,0.1488970588235294,1.0,0.0
pubchem_f302,0.03676470588235294,1.0,0.0
maccs_k071,0.03676470588235294,1.0,0.0
pubchem_f678,0.46875,1.0,0.0
pubchem_f604,0.46875,1.0,0.0
pubchem_f585,0.46875,1.0,0.0
pubchem_f579,0.46875,1.0,0.0
sugar_pattern_combi,0.11642156862745098,1.0,0.0
pubchem_f333,0.9754901960784313,1.0,0.0
pubchem_f385,0.5073529411764706,1.0,0.0
pattern_c75,0.5079656862745098,1.0,0.0
pubchem_f372,0.47181372549019607,1.0,0.0
nAtomP,7.71936274509804,34.0,0.0
pattern_c76,0.44424019607843135,1.0,0.0
pubchem_f669,0.4742647058823529,1.0,0.0
pubchem_f635,0.4742647058823529,1.0,0.0
maccs_k026,0.08823529411764706,1.0,0.0
sugar_pattern_2_alpha,0.08823529411764706,1.0,0.0
pattern_c115,0.12867647058823528,1.0,0.0
pattern_c77,0.44669117647058826,1.0,0.0
pubchem_f571,0.4834558823529412,1.0,0.0
pubchem_f564,0.15502450980392157,1.0,0.0
pubchem_f348,0.12622549019607843,1.0,0.0
pubchem_f371,0.4852941176470588,1.0,0.0
maccs_k089,0.37683823529411764,1.0,0.0
pattern_c112,0.16605392156862744,1.0,0.0
pubchem_f609,0.47855392156862747,1.0,0.0
pubchem_f596,0.47855392156862747,1.0,0.0
pubchem_f640,0.29901960784313725,1.0,0.0
pubchem_f702,0.2708333333333333,1.0,0.0
maccs_322_004,0.991421568627451,1.0,0.0
maccs_322_031,0.012867647058823529,1.0,0.0
pubchem_f356,0.5177696078431373,1.0,0.0
maccs_k141,0.35661764705882354,1.0,0.0
ester_deriv,0.16176470588235295,1.0,0.0
maccs_k116,0.5018382352941176,1.0,0.0
pubchem_f011,0.9785539215686274,1.0,0.0
pubchem_f583,0.9050245098039216,1.0,0.0
pubchem_f256,0.5220588235294118,1.0,0.0
pubchem_f861,0.13357843137254902,1.0,0.0
maccs_k162,0.522671568627451,1.0,0.0
aromatic,0.522671568627451,1.0,0.0
pubchem_f145,0.1323529411764706,1.0,0.0
pubchem_f663,0.25306372549019607,1.0,0.0
pubchem_f693,0.4381127450980392,1.0,0.0
maccs_322_070,0.014093137254901961,1.0,0.0
poly_sugar_1,0.07659313725490197,1.0,0.0
steroid,0.07598039215686274,1.0,0.0
fatty acyl,0.25,1.0,0.0
aliph_carboxylic,0.19975490196078433,1.0,0.0
poly_sugar_2,0.07352941176470588,1.0,0.0
carboxyl,0.2181372549019608,1.0,0.0
het_atom,0.9736519607843137,1.0,0.0
maccs_322_002,0.9736519607843137,1.0,0.0
maccs_k109,0.3272058823529412,1.0,0.0
pubchem_f189,0.11213235294117647,1.0,0.0
pattern_c49,0.3180147058823529,1.0,0.0
pattern_c116,0.07107843137254902,1.0,0.0
alpha-amino acid or derivatives,0.09375,1.0,0.0
oxacycle,0.33088235294117646,1.0,0.0
maccs_k057,0.33088235294117646,1.0,0.0
carboxylic ester,0.10845588235294118,1.0,0.0
pattern_c50,0.3131127450980392,1.0,0.0
pubchem_f690,0.6035539215686274,1.0,0.0
pubchem_f368,0.13480392156862744,1.0,0.0
pubchem_f151,0.1213235294117647,1.0,0.0
pubchem_f611,0.13419117647058823,1.0,0.0
tertiary alcohol,0.06801470588235294,1.0,0.0
maccs_322_050,0.20036764705882354,1.0,0.0
pubchem_f705,0.39276960784313725,1.0,0.0
maccs_k143,0.5882352941176471,1.0,0.0
maccs_k127,0.5882352941176471,1.0,0.0
maccs_k138,0.539828431372549,1.0,0.0
acetal,0.1323529411764706,1.0,0.0
pubchem_f565,0.5202205882352942,1.0,0.0
ketone,0.16544117647058823,1.0,0.0
pubchem_f665,0.5159313725490197,1.0,0.0
pubchem_f567,0.21262254901960784,1.0,0.0
sugar_pattern_2_beta,0.08394607843137254,1.0,0.0
para_substituted_ring,0.5110294117647058,1.0,0.0
maccs_322_046,0.22855392156862744,1.0,0.0
maccs_k145,0.5422794117647058,1.0,0.0
pattern_c2,0.09681372549019608,1.0,0.0
pubchem_f819,0.2542892156862745,1.0,0.0
spiro_compound,0.05821078431372549,1.0,0.0
maccs_k153,0.5465686274509803,1.0,0.0
pubchem_f660,0.19669117647058823,1.0,0.0
pubchem_f700,0.34558823529411764,1.0,0.0
ring_of_size5,0.4068627450980392,1.0,0.0
maccs_k096,0.4068627450980392,1.0,0.0
pubchem_f144,0.4068627450980392,1.0,0.0
12_disubstituted_alkene,0.15441176470588236,1.0,0.0
pubchem_f699,0.5018382352941176,1.0,0.0
pubchem_f186,0.5367647058823529,1.0,0.0
pattern_c19,0.13112745098039216,1.0,0.0
secondary carboxamide,0.13112745098039216,1.0,0.0
pattern_c319,0.015931372549019607,1.0,0.0
alpha_beta-unsaturated_system,0.12990196078431374,1.0,0.0
2|E1,0.0,0.0,0.0
